id,label,source,subject,sender,body,urls,notes
,legitimate,spamassassin,Re: [ILUG] Formatting a windows partition from Linux,,"Update on this for anyone that's interested, and because I like closed 
threads... nothing worse than an infinite while loop, is there?

I ended up formatting a floppy on my flatmate's (un-networked) P100 running 
FAT16 Win95, and mcopied the contents of the bootdisk across. Now I have a 
FAT16 Win98 install running alongside Slackware, and can play Metal Gear 
Solid when the mood takes me ;)

/Ciaran.

On Wednesday 21 August 2002 16:21, Ciaran Johnston wrote:
> Dublin said:
> > If you copy the files from your disk to the c: partition and mark it as
> > active it should work ...
>
> Yeah, I figured that, but it doesn't seem to ... well, if that's the case
> I'll give it another go tonight, maybe come back with some error messages.
>
> Just to clarify for those who didn't understand me initially - I have a
> floppy drive installed, but it doesn't physically work. There's nowhere
> handy to pick one up where I am, and I don't fancy waiting a few days for
> one to arrive from Peats.
>
> Thanks for the answers,
> Ciaran.
>
> > You especially need io.sys, command.com and msdos.sys
> >
> > your cd driver .sys and read the autoexec.bat and config.sys files for
> > hints on what you did with your boot floppy <g>
> >
> > P
> >
> > On Wed, 2002-08-21 at 14:07, Ciaran Johnston wrote:
> >> Hi folks,
> >> The situation is this: at home, I have a PC with 2 10Gig HDDs, and no
> >> (working) floppy drive. I have been running Linux solely for the last
> >> year, but recently got the urge to, among other things, play some of
> >> my Windoze games. I normally install the windows partition using a
> >> boot floppy which I have conveniently zipped up, but I haven't any way
> >> of writing or reading a floppy.
> >> So, how do I go about:
> >> 1. formatting a C: drive with system files (normally I would use
> >> format /s c: from the floppy).
> >> 2. Installing the CDROM drivers (my bootdisk (I wrote it many years
> >> ago) does this normally).
> >> 3. Booting from the partition?
> >>
> >",,
,legitimate,spamassassin,public mailing list sign up package,,"Has anyone seen/heard of/used some package that would let a random person 
go to a webpage, create a mailing list, then administer that list.  Also 
of course let ppl sign up for the lists and manage their subscriptions. 
Similar to the old listbot.org, but i'd like to have it running on my 
server not someone elses :)

Chris

http://xent.com/mailman/listinfo/fork",,
,legitimate,spamassassin,Entrepreneurs,,"An apparent quote from Dubya, from the Times (sent to me by my Dad):

http://www.timesonline.co.uk/printFriendly/0,,1-43-351083,00.html

------------------------------------------------------------------------------
TONY BLAIR's special relationship with George W. Bush is under
considerable strain. Not only do the two disagree on Yassir Arafat's
tenure as leader of the Palestinian Authority, but Blair has started
telling disparaging anecdotes about the President.

Baroness Williams of Crosby recalled a story told to her by 'my good
friend Tony Blair' recently in Brighton. Blair, Bush and Jacques
Chirac were discussing economics and, in particular, the decline of
the French economy. 'The problem with the French,' Bush confided in
Blair, 'is that they don't have a word for entrepreneur.'
------------------------------------------------------------------------------

R
http://xent.com/mailman/listinfo/fork",,
,legitimate,spamassassin,Re: hauns_froehlingsdorf@infinetivity.com,,"This is an automated response to a message you have sent to hauns_froehlingsdorf@infinetivity.com.

I will be out of the office until Monday, August 26 2002.

I will reply to your email when I return.

Hauns

___________________________________

Hauns Froehlingsdorf
Network/Systems Manager
infinetivity, inc.
952-225.4200
http://www.infinetivity.com",,
,legitimate,spamassassin,[ILUG] Re: Sun Solaris,,"Al white wrote:

 >erm... it runs Solaris x86 as standard...

It runs Solaris 8 x86 as standard.
(I was joking Al)

M.


-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",,
,legitimate,spamassassin,Re: Encryption approach to secure web applications,,"Hi,

Thank you for the useful replies, I have found some interesting 
tutorials in the ibm developer connection.

https://www6.software.ibm.com/developerworks/education/j-sec1

and

https://www6.software.ibm.com/developerworks/education/j-sec2

Registration is needed.

I will post the same message on the Web Application Security list, as 
suggested by someone.

For now, I thing I will use md5 for password checking (I will use the 
approach described in secure programmin fo linux and unix how-to).

I will separate the authentication module, so I can change its 
implementation at anytime.

Thank you again!

Mario Torre
-- 
Please avoid sending me Word or PowerPoint attachments.
See http://www.fsf.org/philosophy/no-word-attachments.html",,
,legitimate,spamassassin,Re: [ILUG] Re: Sun Solaris,,"Mark Twomey joked:
>  >erm... it runs Solaris x86 as standard...
>
> It runs Solaris 8 x86 as standard.
> (I was joking Al)

And will run Solaris 9 when Sun catch up with the x86 drivers and kernel.

Although don't hold your breath for the free DVD. It will never come.

(Spot the person who applied for the free Solaris 9 DVD, only to be told
three months later it is no longer available.<mutter>)

FWIW Solaris and Linux seem to be getting closer all the time. I can no
longer see any specific reason why one is better than the other. Expect Red
Hat Solaris 11 any time now... <grin>

- Matthew



__________________________________________________
Do You Yahoo!?
Everything you'll ever need on one web page
from News and Sport to Email and Music Charts
http://uk.my.yahoo.com


-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",,
,legitimate,spamassassin,Re: Entrepreneurs,,"On Thu, Aug 22, 2002 at 10:58:34PM +0200, Robert Harley wrote:
> An apparent quote from Dubya, from the Times (sent to me by my Dad):
> 
> http://www.timesonline.co.uk/printFriendly/0,,1-43-351083,00.html

http://www.snopes.com/quotes/bush.htm

Claim:   President George W. Bush proclaimed, ""The problem with
the French is that they don't have a word for entrepreneur.""


Origins:   Yet another French fried ""George W. Bush is dumb""
story has been taken up by those who like their caricatures
drawn in stark, bold lines. According to scuttlebutt that
emerged in the British press in July 2002, President Bush,
Britain's Prime Minister Tony Blair, and France's President
Jacques Chirac were discussing economics and, in particular,
the decline of the French economy. ""The problem with the
French,"" Bush afterwards confided in Blair, ""is that they don't
have a word for entrepreneur.""

The source was Shirley Williams, also known as the Baroness
Williams of Crosby, who claimed ""my good friend Tony Blair"" had
recently regaled her with this anecdote in Brighton.

Lloyd Grove of The Washington Post was unable to reach Baroness
Williams to gain her confirmation of the tale, but he did
receive a call from Alastair Campbell, Blair's director of
communications and strategy. ""I can tell you that the prime
minister never heard George Bush say that, and he certainly
never told Shirley Williams that President Bush did say it,""
Campbell told The Post. ""If she put this in a speech, it must
have been a joke.""

This is far from the first time Bush has been made the butt of
a jibe meant to showcase what some perceive as his less than
stellar intellectual abilities. Without straining our memories
too hard, we can come up with three other instances we've
chronicled on this site. In the summer of 2001, the joke of the
moment centered upon a supposed study that had resulted in the
ranking of Presidential IQs, with George W. Bush being pegged
as the Chief Executive who scraped the bottom of the
intelli",,
,legitimate,spamassassin,RE: [ILUG] Newbie seeks advice - Suse 7.2,,"hehe sorry but if you hit caps lock twice the computer crashes?  theres one
ive never heard before... have you tryed Dell support yet? I think dell
computers prefer RedHat... (dell provide some computers pre-loaded with red
hat) i dont know for sure tho! so get someone elses opnion as well as
mine...

-----Original Message-----
From: ilug-admin@linux.ie [mailto:ilug-admin@linux.ie]On Behalf Of Peter
Staunton
Sent: 22 August 2002 19:58
To: ilug@linux.ie
Subject: [ILUG] Newbie seeks advice - Suse 7.2


Folks,

my first time posting - have a bit of Unix experience, but am new to Linux.


Just got a new PC at home - Dell box with Windows XP. Added a second hard
disk
for Linux. Partitioned the disk and have installed Suse 7.2 from CD, which
went
fine except it didn't pick up my monitor.

I have a Dell branded E151FPp 15"" LCD flat panel monitor and a nVidia
GeForce4
Ti4200 video card, both of which are probably too new to feature in Suse's
default
set. I downloaded a driver from the nVidia website and installed it using
RPM.
Then I ran Sax2 (as was recommended in some postings I found on the net),
but
it still doesn't feature my video card in the available list. What next?

Another problem. I have a Dell branded keyboard and if I hit Caps-Lock
twice,
the whole machine crashes (in Linux, not Windows) - even the on/off switch
is
inactive, leaving me to reach for the power cable instead.

If anyone can help me in any way with these probs., I'd be really grateful -
I've searched the 'net but have run out of ideas.

Or should I be going for a different version of Linux such as RedHat?
Opinions
welcome.

Thanks a lot,
Peter

--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie


-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",,
,legitimate,spamassassin,Re: [IIU] Eircom aDSL Nat'ing,,"At 17:10 22/08/2002 +0100, Nick Hilliard wrote:
> > apologies for the possible silly question (i don't think it is, but),
> > but is Eircom's aDSL service NAT'ed?
>
>No - you get unfiltered access with a real (but dynamic) IP address.
>
> > and what implications would that have for VoIP? I know there are
> > difficulties with VoIP or connecting to clients connected to a NAT'ed
> > network from the internet wild (i.e. machines with static, real IPs)
>
>You will probably suffer from the high latency of DLS lines.  Typically,
>you're talking about 50ms RTT to the local bas, which is pretty high.
>If your voip application can handle this, then you're ok.
>
>Nick

what's the deal with all this latency? it's not like that in other places 
where I've used dsl. i read some story about it being done that way to 
allow greater distances to be covered or something like that. however, my 
knowledge of physics is really only newtonian, and I don't understand how 
worsening latency could possibly improve the reliability of a 2000 foot 
long piece of copper. Perhaps it has something to do with stretching the 
time-space continuum? can someone explain this in words of five syllables 
or less?

a.



>_______________________________________________
>IIU mailing list
>IIU@iiu.taint.org
>http://iiu.taint.org/mailman/listinfo/iiu

--

Antoin O Lachtnain
**  antoin@eire.com ** http://www.eire.com ** +353-87-240-6691

_______________________________________________
IIU mailing list
IIU@iiu.taint.org
http://iiu.taint.org/mailman/listinfo/iiu",,
